    "NewGame"    新游戏
    "Benzene.BlueprintsTab"    啛
    "Lubricant.BlueprintsTab"    啛
    "ReactorRod.BlueprintsTab"    啛
    "Fins.BlueprintsTab"    啛
    "Tank.BlueprintsTab"    啛
    "Battery.BlueprintsTab"    啛
    "Knife.BlueprintsTab"    啛
    "Flashlight.BlueprintsTab"    啛
    "Beacon.BlueprintsTab"    啛
    "Builder.BlueprintsTab"    啛
    "Compass.BlueprintsTab"    啛
    "AirBladder.BlueprintsTab"    啛
    "Terraformer.BlueprintsTab"    啛
    "Pipe.BlueprintsTab"    啛
    "Thermometer.BlueprintsTab"    啛
    "DiveReel.BlueprintsTab"    啛
    "Rebreather.BlueprintsTab"    啛
    "RadiationSuit.BlueprintsTab"    啛
    "ReinforcedDiveSuit.BlueprintsTab"    啛
    "Scanner.BlueprintsTab"    啛
    "FireExtinguisher.BlueprintsTab"    啛
    "MapRoomHUDChip.BlueprintsTab"    啛
    "PipeSurfaceFloater.BlueprintsTab"    啛
    "CyclopsDecoy.BlueprintsTab"    啛
    "DoubleTank.BlueprintsTab"    啛
    "Welder.BlueprintsTab"    啛
    "Seaglide.BlueprintsTab"    啛
    "Constructor.BlueprintsTab"    啛
    "Transfuser.BlueprintsTab"    啛
    "Flare.BlueprintsTab"    啛
    "StasisRifle.BlueprintsTab"    啛
    "PropulsionCannon.BlueprintsTab"    啛
    "Gravsphere.BlueprintsTab"    啛
    "SmallStorage.BlueprintsTab"    啛
    "LaserCutter.BlueprintsTab"    啛
    "LEDLight.BlueprintsTab"    啛
    "DiamondBlade.BlueprintsTab"    啛
    "HeatBlade.BlueprintsTab"    啛
    "LithiumIonBattery.BlueprintsTab"    啛
    "PlasteelTank.BlueprintsTab"    啛
    "HighCapacityTank.BlueprintsTab"    啛
    "UltraGlideFins.BlueprintsTab"    啛
    "SwimChargeFins.BlueprintsTab"    啛
    "RepulsionCannon.BlueprintsTab"    啛
    "Stillsuit.BlueprintsTab"    啛
    "PowerGlide.BlueprintsTab"    啛
    "Workbench.BlueprintsTab"    啛
    "HullReinforcementModule.BlueprintsTab"    啛
    "Fabricator.BlueprintsTab"    啛
    "Aquarium.BlueprintsTab"    啛
    "Locker.BlueprintsTab"    啛
    "Spotlight.BlueprintsTab"    啛
    "CurrentGenerator.BlueprintsTab"    啛
    "SpecialHullPlate.BlueprintsTab"    啛
    "BikemanHullPlate.BlueprintsTab"    啛
    "EatMyDictionHullPlate.BlueprintsTab"    啛
    "DevTestItem.BlueprintsTab"    啛
    "SpecimenAnalyzer.BlueprintsTab"    啛
    "HullReinforcementModule2.BlueprintsTab"    啛
    "HullReinforcementModule3.BlueprintsTab"    啛
    "PowerUpgradeModule.BlueprintsTab"    啛
    "SolarPanel.BlueprintsTab"    啛
    "Sign.BlueprintsTab"    啛
    "PowerTransmitter.BlueprintsTab"    啛
    "Accumulator.BlueprintsTab"    啛
    "Bioreactor.BlueprintsTab"    啛
    "ThermalPlant.BlueprintsTab"    啛
    "NuclearReactor.BlueprintsTab"    啛
    "SmallLocker.BlueprintsTab"    啛
    "Bench.BlueprintsTab"    啛
    "PictureFrame.BlueprintsTab"    啛
    "PlanterPot.BlueprintsTab"    啛
    "PlanterBox.BlueprintsTab"    啛
    "PlanterShelf.BlueprintsTab"    啛
    "FarmingTray.BlueprintsTab"    啛
    "FiltrationMachine.BlueprintsTab"    啛
    "Techlight.BlueprintsTab"    啛
    "Radio.BlueprintsTab"    啛
    "PlanterPot2.BlueprintsTab"    啛
    "PlanterPot3.BlueprintsTab"    啛
    "MedicalCabinet.BlueprintsTab"    啛
    "CyclopsHullModule1.BlueprintsTab"    啛
    "CyclopsHullModule2.BlueprintsTab"    啛
    "SingleWallShelf.BlueprintsTab"    啛
    "WallShelves.BlueprintsTab"    啛
    "Bed1.BlueprintsTab"    啛
    "Bed2.BlueprintsTab"    啛
    "NarrowBed.BlueprintsTab"    啛
    "BatteryCharger.BlueprintsTab"    啛
    "PowerCellCharger.BlueprintsTab"    啛
    "HatchingEnzymes.BlueprintsTab"    啛
    "Centrifuge.BlueprintsTab"    啛
    "CyclopsShieldModule.BlueprintsTab"    啛
    "CyclopsSonarModule.BlueprintsTab"    啛
    "CyclopsSeamothRepairModule.BlueprintsTab"    啛
    "CyclopsDecoyModule.BlueprintsTab"    啛
    "CyclopsFireSuppressionModule.BlueprintsTab"    啛
    "CyclopsThermalReactorModule.BlueprintsTab"    啛
    "StarshipCargoCrate.BlueprintsTab"    啛
    "StarshipCircuitBox.BlueprintsTab"    啛
    "StarshipDesk.BlueprintsTab"    啛
    "StarshipChair.BlueprintsTab"    啛
    "StarshipMonitor.BlueprintsTab"    啛
    "StarshipChair2.BlueprintsTab"    啛
    "StarshipChair3.BlueprintsTab"    啛
    "CoffeeVendingMachine.BlueprintsTab"    啛
    "BarTable.BlueprintsTab"    啛
    "Trashcans.BlueprintsTab"    啛
    "LabTrashcan.BlueprintsTab"    啛
    "VendingMachine.BlueprintsTab"    啛
    "LabCounter.BlueprintsTab"    啛
    "Seamoth.BlueprintsTab"    啛
    "Exosuit.BlueprintsTab"    啛
    "Cyclops.BlueprintsTab"    啛
    "SeamothReinforcementModule.BlueprintsTab"    啛
    "VehiclePowerUpgradeModule.BlueprintsTab"    啛
    "SeamothSolarCharge.BlueprintsTab"    啛
    "VehicleStorageModule.BlueprintsTab"    啛
    "SeamothElectricalDefense.BlueprintsTab"    啛
    "VehicleArmorPlating.BlueprintsTab"    啛
    "LootSensorMetal.BlueprintsTab"    啛
    "LootSensorLithium.BlueprintsTab"    啛
    "LootSensorFragment.BlueprintsTab"    啛
    "SeamothTorpedoModule.BlueprintsTab"    啛
    "SeamothSonarModule.BlueprintsTab"    啛
    "WhirlpoolTorpedo.BlueprintsTab"    啛
    "VehicleHullModule1.BlueprintsTab"    啛
    "VehicleHullModule2.BlueprintsTab"    啛
    "VehicleHullModule3.BlueprintsTab"    啛
    "ExosuitJetUpgradeModule.BlueprintsTab"    啛
    "ExosuitDrillArmModule.BlueprintsTab"    啛
    "ExosuitThermalReactorModule.BlueprintsTab"    啛
    "GasTorpedo.BlueprintsTab"    啛
    "ExosuitPropulsionArmModule.BlueprintsTab"    啛
    "ExosuitGrapplingArmModule.BlueprintsTab"    啛
    "ExosuitTorpedoArmModule.BlueprintsTab"    啛
    "ExoHullModule1.BlueprintsTab"    啛
    "MapRoomUpgradeScanRange.BlueprintsTab"    啛
    "MapRoomUpgradeScanSpeed.BlueprintsTab"    啛
    "PrecursorKey_Blue.BlueprintsTab"    啛
    "PrecursorKey_Orange.BlueprintsTab"    啛
    "PrecursorKey_Purple.BlueprintsTab"    啛
    "PrecursorIonPowerCell.BlueprintsTab"    啛
    "PrecursorIonBattery.BlueprintsTab"    啛
    "FilteredWater.BlueprintsTab"    啛
    "DisinfectedWater.BlueprintsTab"    啛
    "CookedPeeper.BlueprintsTab"    啛
    "CookedHoleFish.BlueprintsTab"    啛
    "CookedGarryFish.BlueprintsTab"    啛
    "CookedReginald.BlueprintsTab"    啛
    "CookedBladderfish.BlueprintsTab"    啛
    "CookedHoverfish.BlueprintsTab"    啛
    "CookedSpadefish.BlueprintsTab"    啛
    "CookedBoomerang.BlueprintsTab"    啛
    "CookedEyeye.BlueprintsTab"    啛
    "CookedOculus.BlueprintsTab"    啛
    "CookedHoopfish.BlueprintsTab"    啛
    "FirstAidKit.BlueprintsTab"    啛
    "CookedSpinefish.BlueprintsTab"    啛
    "CookedLavaEyeye.BlueprintsTab"    啛
    "CookedLavaBoomerang.BlueprintsTab"    啛
    "CuredPeeper.BlueprintsTab"    啛
    "CuredHoleFish.BlueprintsTab"    啛
    "CuredGarryFish.BlueprintsTab"    啛
    "CuredReginald.BlueprintsTab"    啛
    "CuredBladderfish.BlueprintsTab"    啛
    "CuredHoverfish.BlueprintsTab"    啛
    "CuredSpadefish.BlueprintsTab"    啛
    "CuredBoomerang.BlueprintsTab"    啛
    "CuredEyeye.BlueprintsTab"    啛
    "CuredOculus.BlueprintsTab"    啛
    "CuredHoopfish.BlueprintsTab"    啛
    "CuredSpinefish.BlueprintsTab"    啛
    "CuredLavaEyeye.BlueprintsTab"    啛
    "CuredLavaBoomerang.BlueprintsTab"    啛
    "BaseRoom.BlueprintsTab"    啛
    "BaseHatch.BlueprintsTab"    啛
    "BaseWall.BlueprintsTab"    啛
    "BaseDoor.BlueprintsTab"    啛
    "BaseLadder.BlueprintsTab"    啛
    "BaseWindow.BlueprintsTab"    啛
    "BaseCorridor.BlueprintsTab"    啛
    "BaseFoundation.BlueprintsTab"    啛
    "BaseCorridorI.BlueprintsTab"    啛
    "BaseCorridorL.BlueprintsTab"    啛
    "BaseCorridorT.BlueprintsTab"    啛
    "BaseCorridorX.BlueprintsTab"    啛
    "BaseReinforcement.BlueprintsTab"    啛
    "BaseBulkhead.BlueprintsTab"    啛
    "BaseCorridorGlassI.BlueprintsTab"    啛
    "BaseCorridorGlassL.BlueprintsTab"    啛
    "BaseObservatory.BlueprintsTab"    啛
    "BaseConnector.BlueprintsTab"    啛
    "BaseMoonpool.BlueprintsTab"    啛
    "BaseCorridorGlass.BlueprintsTab"    啛
    "BaseUpgradeConsole.BlueprintsTab"    啛
    "BasePlanter.BlueprintsTab"    啛
    "BaseFiltrationMachine.BlueprintsTab"    啛
    "BaseWaterPark.BlueprintsTab"    啛
    "BaseMapRoom.BlueprintsTab"    啛
    "MapRoomCamera.BlueprintsTab"    啛
    "BaseBioReactor.BlueprintsTab"    啛
    "BaseNuclearReactor.BlueprintsTab"    啛
    "BasePipeConnector.BlueprintsTab"    啛
    "RocketBase.BlueprintsTab"    啛
    "RocketBaseLadder.BlueprintsTab"    啛
    "RocketStage1.BlueprintsTab"    啛
    "RocketStage2.BlueprintsTab"    啛
    "RocketStage3.BlueprintsTab"    啛
    "DioramaHullPlate.BlueprintsTab"    啛
    "MarkiplierHullPlate.BlueprintsTab"    啛
    "MuyskermHullPlate.BlueprintsTab"    啛
    "LordMinionHullPlate.BlueprintsTab"    啛
    "JackSepticEyeHullPlate.BlueprintsTab"    啛
    "IGPHullPlate.BlueprintsTab"    啛
    "GilathissHullPlate.BlueprintsTab"    啛
    "Marki1.BlueprintsTab"    啛
    "Marki2.BlueprintsTab"    啛
    "JackSepticEye.BlueprintsTab"    啛
    "EatMyDiction.BlueprintsTab"    啛
    "CyclopsHullBlueprint.BlueprintsTab"    啛
    "CyclopsBridgeBlueprint.BlueprintsTab"    啛
    "CyclopsEngineBlueprint.BlueprintsTab"    啛
    "EarlyAccessWatermarkFormat"    啛
    "NotificationBlueprintPickup"    外星科技蓝图
    "Tooltip_ReinforcedGloves"    在极端温度下提供物理保护和增强生存的重合成纤维手套。
    "VehicleAddedToStorage"    添加至载具收藏
    "TimeCapsuleLabel"    时间胶囊
    "TabTimeCapsule"    时间胶囊
    "ScreenshotUploadTooltip"    上传图片至相框
    "ScreenshotSelect"    选择
    "ScreenshotSelectTooltip"    上传图片至时间胶囊
    "EncyNotificationTimeCapsule"    获得时间胶囊
    "TimeCapsuleStorageLabel"    时间胶囊
    "TimeCapsuleStatusLabel"    状态
    "TimeCapsuleStorageEmpty"    空的
    "TimeCapsuleNoImage"    图像
    "TimeCapsuleItemNotAllowed"    无法使用
    "TimeCapsuleOpen"    打开时间胶囊
    "TimeCapsuleInvalid"    不稳定的时间胶囊
    "TimeCapsuleBackButton"    返回
    "TimeCapsuleSubmit"    关联于火箭发射
    "TimeCapsuleContentFetchError"    无法获取时间胶囊内容
    "TimeCapsuleSubmitSuccess"    时间胶囊未正确关联
    "TimeCapsuleSubmitFail"    时间胶囊关联失败
    "TimeCapsuleValid"    啛
    "TimeCapsuleNotValid"    啛
    "TimeCapsuleRemark"    啛
    "Ency_HeroPeeper"    携带酶的大眼仔
    "EncyDesc_HeroPeeper"    观察到一些大眼仔样本似乎携带一种新的酶，并且行为模式很异常。大眼仔会主动接近平时倾向于远离的生物，包括捕食者。这些生物的共同点是已感染病毒，且病毒不知为何处于抑制状态大眼仔的胃腔含有一些非自生产的酶。这些酶似乎可以抑制疾病的症状这种酶的结构十分复杂，目前无法人工合成评估：建议仔细寻找酶的来源，可能可以治愈病毒感染
    "Ency_CuredCreature"    有感染正装的样本
    "EncyDesc_CuredCreature"    扫描表明，这些被感染的生物近期接触了一种独特的酶，这种酶可以短暂地抑制感染症状。皮肤上的疱疹在逐渐消退，取而代之的是健康的组织。行为恢复理性正常。细菌仍然存在于组织和血液中，只是暂时被抑制了。评估：建议寻找酶的来源
    "PrecursorPrisonEggChamberEmperorEgg"    完好的海皇卵
    "Ency_PrecursorPrisonEggChamberEmperorEgg"    完好的海皇卵
    "EncyDesc_PrecursorPrisonEggChamberEmperorEgg"    扫描显示，还黄赌毒卵正处于自我休眠状态。表面发现很多细密的小孔，应该是已经被人为尝试注入某种物质来触发其孵化反应，但是失败了。
    "Ency_AquariumPeeper"    外星设施内的大眼仔
    "EncyDesc_AquariumPeeper"    除大眼仔外的其他生物似乎都被关在设施内，大眼仔却可以自发的在外星设施通风管道中自由进出。进入的大眼仔会主动接近海皇利维坦海皇不会因为大眼仔的靠近而感到不适在大眼仔的眼睛接触到海皇分泌的酶之后，会回到管道系统俩开海皇监狱分析：这种特别的运输行为应该就是星球上号酶的来源，一直支持着该星球上的生命的健康。可能也在维持海皇利维坦的生存
    "General"    通用
    "AntialiasingQuality"    抗锯齿
    "Low"    低
    "LensDirt"    镜头雾化
    "DepthOfField"    景深
    "MotionBlurQuality"    动态模糊
    "AmbientOcclusion"    环境光散射
    "ScreenSpaceReflections"    折光
    "ColorGrading"    色阶
    "ChromaticAberration"    色差
    "Dithering"    抖动显示
    "Preset"    预设
    "FXAA"    啛
    "TAA"    啛
    "Custom"    自定义
    "Advanced"    高级
    "Detail"    细节
    "Off"    关闭
    "Filmic"    电影模式
    "Neutral"    黑白模式
    "IntroLaunching"    倒计时发射………………
    "VitalsOk"    生命体征稳定。
    "FoodLow"    饱食度较低。
    "FoodCritical"    饱食度极低，请立刻进食。
    "FoodVeryLow"    饱食度低，建议进食。
    "WaterLow"    水分较低。
    "WaterCritical"    水分极低，请立刻饮水。
    "WaterVeryLow"    水分低，建议饮水。
    "Goal_UnlockRadSuit"    为了您的安全，防辐射服已添加到您的蓝图数据库。
    "Goal_LocationAuroraDriveInterior"    警告：局部辐射达到临界值。
    "Goal_LocationAuroraExoRoom"    发现微弱的黑盒子信号，来自船体缺口的另一边。
    "CyclopsHullModule3"    独眼巨人号高级抗压模组
    "Tooltip_CyclopsHullModule3"    将安全下潜深度提高至最大，效果无法叠加。
    "WorkbenchMenu_ExosuitMenu"    海虾号升级
    "CyclopsHullModule2.TooltipIngredient"    啛
